clientid;income;sexo;Produto;age;loan;default;tempo
1305;22372,51;2,00;2,00;31,49;1118,93;0,00;14,00
1306;57119,74;1,00;2,00;22,33;10211,72;1,00;53,00
1307;31112,06;2,00;2,00;49,62;424,35;0,00;1,00
1308;68936,32;2,00;2,00;43,37;11073,16;0,00;12,00
1309;20436,33;2,00;2,00;56,94;2356,18;0,00;1,00
1310;20583,61;2,00;2,00;21,99;53,19;0,00;4,00
1311;58988,31;2,00;2,00;19,98;4728,26;0,00;12,00
1312;45311,83;2,00;2,00;26,93;3103,81;0,00;5,00
1313;60856,83;2,00;2,00;37,07;10238,50;0,00;2,00
1314;45818,28;2,00;2,00;48,45;8137,16;0,00;11,00
1315;20904,56;2,00;2,00;41,02;2606,02;0,00;11,00
1316;49908,29;2,00;2,00;29,55;2903,04;0,00;15,00
1317;55988,30;1,00;3,00;31,09;7745,75;1,00;60,00
1318;62125,26;2,00;2,00;21,09;5700,46;0,00;20,00
1319;48822,72;2,00;2,00;60,94;599,35;0,00;6,00
1320;29976,83;2,00;2,00;57,67;3796,03;0,00;11,00
1321;41944,27;2,00;2,00;61,14;1203,70;0,00;3,00
1322;36970,36;2,00;2,00;33,70;1268,51;0,00;17,00
1323;39992,72;1,00;3,00;20,83;4999,20;1,00;40,00
1324;42450,54;2,00;2,00;61,61;6210,28;0,00;18,00
1325;42146,94;1,00;3,00;23,72;7367,26;1,00;42,00
1326;52841,52;2,00;2,00;18,45;5957,39;0,00;4,00
1327;66418,96;2,00;2,00;62,65;9340,54;0,00;13,00
1328;44047,67;2,00;2,00;27,31;2096,92;0,00;19,00
1329;24821,21;2,00;2,00;19,24;874,32;0,00;5,00
1330;35583,62;2,00;2,00;63,05;27,25;0,00;13,00
1331;25289,61;2,00;2,00;21,28;2130,79;0,00;3,00
1332;39770,13;2,00;2,00;45,19;280,88;0,00;8,00
1333;59511,14;2,00;2,00;29,27;2520,51;0,00;3,00
1334;51211,65;2,00;2,00;45,63;4093,36;0,00;16,00
1335;56530,50;2,00;2,00;45,54;5957,99;0,00;8,00
1336;42604,46;2,00;2,00;41,94;7942,17;0,00;1,00
1337;66642,01;2,00;2,00;56,17;4958,07;0,00;0,00
1338;35527,83;2,00;2,00;47,45;325,12;0,00;12,00
1339;66896,77;2,00;2,00;31,55;387,39;0,00;4,00
1340;51980,36;2,00;2,00;35,42;6243,05;0,00;4,00
1341;40081,42;2,00;2,00;43,12;770,78;0,00;5,00
1342;50167,67;2,00;2,00;42,05;5592,65;0,00;5,00
1343;39545,96;2,00;2,00;43,70;5787,66;0,00;3,00
1344;43372,40;2,00;2,00;55,19;474,53;0,00;0,00
1345;33084,17;2,00;2,00;59,03;5762,47;0,00;18,00
1346;53187,98;2,00;2,00;63,56;4879,85;0,00;18,00
1347;48290,88;2,00;2,00;30,04;4902,98;0,00;13,00
1348;66078,77;2,00;2,00;45,54;3664,62;0,00;11,00
1349;51547,17;2,00;2,00;53,11;6563,41;0,00;3,00
1350;39393,14;2,00;2,00;52,74;5415,05;0,00;12,00
1351;69592,01;2,00;2,00;63,24;13025,06;0,00;20,00
1352;54588,50;2,00;2,00;31,08;2847,82;0,00;8,00
1353;44964,01;2,00;2,00;48,41;693,21;0,00;10,00
1354;46081,65;2,00;2,00;50,07;1487,79;0,00;12,00
1355;45564,02;2,00;2,00;22,29;715,84;0,00;14,00
1356;62657,60;2,00;2,00;28,17;5771,09;0,00;7,00
1357;67921,63;2,00;2,00;35,85;1399,88;0,00;8,00
1358;59514,01;2,00;2,00;57,02;2504,72;0,00;13,00
1359;48422,54;2,00;2,00;41,85;3520,57;0,00;15,00
1360;22001,32;2,00;2,00;31,62;2155,81;0,00;9,00
1361;52529,70;1,00;3,00;18,81;9808,19;1,00;41,00
1362;24061,46;1,00;3,00;34,51;3980,58;1,00;45,00
1363;23450,87;2,00;2,00;34,41;1419,81;0,00;19,00
1364;32866,58;2,00;2,00;44,88;6037,01;0,00;11,00
1365;30958,91;2,00;2,00;43,60;1558,93;0,00;16,00
1366;27550,90;1,00;3,00;29,73;3944,22;1,00;42,00
1367;36024,94;2,00;2,00;51,81;4155,45;0,00;12,00
1368;46801,27;2,00;2,00;34,61;5315,97;0,00;17,00
1369;27082,72;2,00;2,00;60,28;4990,56;0,00;6,00
1370;65435,04;1,00;3,00;19,85;12728,00;1,00;42,00
1371;59295,74;2,00;2,00;51,35;493,71;0,00;2,00
1372;45435,27;2,00;2,00;21,04;2143,39;0,00;6,00
1373;61742,61;2,00;2,00;34,56;326,99;0,00;20,00
1374;31396,87;2,00;2,00;35,00;3719,23;0,00;1,00
1375;35916,70;2,00;2,00;53,54;6401,19;0,00;3,00
1376;43969,60;1,00;3,00;25,48;7455,92;1,00;46,00
1377;60624,82;2,00;2,00;39,86;6740,72;0,00;12,00
1378;69939,33;2,00;2,00;55,64;2225,22;0,00;11,00
1379;69755,32;2,00;2,00;44,54;13766,05;0,00;16,00
1380;69478,40;1,00;3,00;22,66;10229,41;1,00;46,00
1381;34192,16;1,00;3,00;28,00;5233,66;1,00;54,00
1382;57457,86;2,00;2,00;50,71;3608,81;0,00;1,00
1383;63910,33;2,00;2,00;56,64;8986,72;0,00;17,00
1384;26643,81;2,00;2,00;19,29;1413,78;0,00;4,00
1385;23985,08;2,00;2,00;24,43;2284,21;0,00;0,00
1386;63660,65;2,00;2,00;50,28;7832,57;0,00;14,00
1387;44102,33;2,00;2,00;21,01;842,57;0,00;18,00
1388;29409,81;2,00;2,00;41,61;3388,56;0,00;13,00
1389;49294,66;2,00;2,00;37,25;4574,85;0,00;14,00
1390;39553,65;2,00;3,00;53,69;7063,90;0,00;18,00
1391;68583,04;2,00;3,00;57,09;2922,29;0,00;3,00
1392;31060,61;2,00;3,00;53,28;3729,97;0,00;16,00
1393;29190,32;2,00;3,00;60,29;5239,59;0,00;12,00
1394;63437,70;2,00;3,00;54,63;11963,36;0,00;8,00
1395;35243,06;2,00;3,00;35,63;748,94;0,00;12,00
1396;36475,35;2,00;3,00;63,33;413,31;0,00;12,00
1397;63271,61;1,00;3,00;23,34;11298,17;1,00;43,00
1398;45540,33;2,00;3,00;59,32;1490,47;0,00;11,00
1399;68565,39;2,00;3,00;21,21;1231,54;0,00;15,00
1400;20063,10;1,00;3,00;24,28;2495,13;1,00;41,00
1401;44222,26;2,00;3,00;55,86;7443,49;0,00;0,00
1402;67839,24;2,00;3,00;47,78;5609,33;0,00;6,00
1403;54009,69;2,00;3,00;49,41;884,74;0,00;13,00
1404;52234,08;2,00;3,00;47,98;9255,84;0,00;3,00
1405;28423,13;2,00;3,00;61,67;5282,85;0,00;2,00
1406;52623,44;2,00;3,00;50,42;1156,32;0,00;4,00
1407;25636,33;2,00;3,00;55,78;1239,69;0,00;10,00
1408;60842,94;2,00;3,00;60,26;6608,97;0,00;2,00
1409;36727,75;2,00;3,00;58,18;7287,54;0,00;12,00
1410;63830,75;2,00;3,00;35,14;5271,63;0,00;5,00
1411;43108,41;2,00;3,00;22,29;647,88;0,00;8,00
1412;25285,26;2,00;3,00;19,82;1027,58;0,00;7,00
1413;57646,24;2,00;3,00;62,87;1452,49;0,00;15,00
1414;51027,57;2,00;3,00;61,51;3313,30;0,00;2,00
1415;37389,77;1,00;3,00;34,44;7365,94;1,00;55,00
1416;65017,59;2,00;3,00;26,92;1017,17;0,00;9,00
1417;20595,93;2,00;3,00;45,48;1330,07;0,00;14,00
1418;56445,47;2,00;3,00;55,66;6875,58;0,00;6,00
1419;60864,32;2,00;3,00;44,14;3704,03;0,00;8,00
1420;51231,01;2,00;3,00;62,59;813,03;0,00;5,00
1421;41103,14;2,00;3,00;63,08;3644,30;0,00;10,00
1422;56267,05;2,00;3,00;43,12;8238,12;0,00;9,00
1423;20774,85;2,00;3,00;35,59;1347,33;0,00;9,00
1424;46424,22;2,00;3,00;59,21;4087,18;0,00;10,00
1425;29909,55;2,00;3,00;62,73;4495,28;0,00;10,00
1426;62808,51;2,00;3,00;56,77;6465,75;0,00;8,00
1427;41243,81;2,00;3,00;52,08;4161,57;0,00;19,00
1428;46089,15;2,00;3,00;63,30;1618,22;0,00;13,00
1429;69191,23;2,00;3,00;57,39;6270,57;0,00;18,00
1430;60846,67;2,00;3,00;32,67;8974,49;1,00;56,00
1431;66558,93;2,00;3,00;48,52;3090,99;0,00;12,00
1432;27428,28;2,00;3,00;54,33;1287,63;0,00;4,00
1433;60912,80;2,00;3,00;60,69;3870,33;0,00;12,00
1434;28127,51;2,00;3,00;41,49;3279,56;0,00;12,00
1435;64029,54;2,00;3,00;36,16;1644,34;0,00;7,00
1436;61836,74;2,00;3,00;29,55;10971,97;1,00;57,00
1437;37005,07;2,00;3,00;58,89;1068,89;0,00;18,00
1438;56003,57;2,00;3,00;18,25;3639,90;0,00;6,00
1439;58038,93;2,00;3,00;54,00;538,23;0,00;7,00
1440;29237,26;2,00;3,00;24,60;23,92;0,00;17,00
1441;33265,79;2,00;3,00;21,58;5968,44;1,00;48,00
1442;66236,93;2,00;3,00;35,92;2756,97;0,00;14,00
1443;41978,71;2,00;3,00;52,53;1603,92;0,00;14,00
1444;63453,22;2,00;3,00;23,92;10668,36;1,00;59,00
1445;24985,59;2,00;3,00;50,13;2017,14;0,00;2,00
1446;53593,11;2,00;3,00;62,89;1428,19;0,00;20,00
1447;54179,72;2,00;3,00;52,91;10028,02;0,00;2,00
1448;20126,41;2,00;3,00;36,46;1432,36;0,00;1,00
1449;51180,84;2,00;3,00;56,79;2875,45;0,00;18,00
1450;36455,70;2,00;3,00;38,48;3437,08;0,00;19,00
1451;39188,95;2,00;3,00;22,40;3545,16;0,00;17,00
1452;47852,93;2,00;3,00;38,94;3295,32;0,00;20,00
1453;20014,49;2,00;3,00;43,20;2426,31;0,00;13,00
1454;28630,01;2,00;3,00;27,29;4407,00;1,00;50,00
1455;66688,91;2,00;3,00;48,09;9690,31;0,00;9,00
1456;53226,19;2,00;3,00;43,62;5686,64;0,00;14,00
1457;35609,48;2,00;3,00;47,89;2574,09;0,00;12,00
1458;64065,68;2,00;3,00;43,29;771,72;0,00;8,00
1459;54935,66;2,00;3,00;42,95;7921,83;0,00;20,00
1460;67800,58;2,00;3,00;28,94;5035,14;0,00;20,00
1461;46893,34;2,00;3,00;43,69;9131,86;0,00;14,00
1462;54648,97;2,00;3,00;56,49;10674,77;0,00;8,00
1463;31410,51;2,00;3,00;36,20;5797,29;0,00;16,00
1464;36989,59;2,00;3,00;33,76;556,56;0,00;19,00
1465;33198,13;2,00;3,00;30,14;4285,39;1,00;56,00
1466;47704,38;2,00;3,00;21,84;2717,08;0,00;5,00
1467;30569,57;2,00;3,00;37,48;4752,56;0,00;18,00
1468;61398,69;2,00;3,00;63,29;9008,15;0,00;14,00
1469;67750,83;2,00;3,00;33,52;6855,99;0,00;4,00
1470;47637,86;2,00;3,00;51,05;6708,67;0,00;15,00
1471;38357,52;2,00;3,00;25,55;2548,41;0,00;14,00
1472;43156,31;2,00;3,00;27,85;2413,01;0,00;7,00
1473;41101,54;2,00;3,00;35,65;5240,11;0,00;13,00
1474;59475,50;2,00;3,00;36,74;2628,26;0,00;0,00
1475;40708,92;2,00;3,00;32,82;5532,34;1,00;53,00
1476;30391,47;2,00;3,00;59,26;2072,63;0,00;12,00
1477;46024,14;2,00;3,00;24,17;4318,38;0,00;19,00
1478;66529,49;2,00;3,00;59,43;6337,67;0,00;18,00
1479;68115,98;2,00;3,00;37,29;7458,56;0,00;5,00
1480;38423,08;2,00;3,00;29,21;3676,57;0,00;16,00
1481;33227,28;2,00;3,00;23,15;6470,41;1,00;56,00
1482;61674,46;2,00;3,00;54,83;4054,55;0,00;12,00
1483;26931,07;2,00;3,00;41,28;3668,65;0,00;12,00
1484;60040,99;2,00;3,00;44,14;2659,69;0,00;2,00
1485;26181,24;2,00;3,00;42,66;2618,97;0,00;18,00
1486;61552,22;2,00;3,00;61,09;4042,54;0,00;1,00
1487;29705,07;2,00;3,00;41,83;1912,21;0,00;3,00
1488;53934,81;2,00;3,00;21,47;2085,82;0,00;1,00
1489;23007,39;2,00;3,00;48,97;2296,80;0,00;3,00
1490;48552,84;2,00;3,00;29,38;5650,89;0,00;9,00
1491;66370,89;2,00;3,00;63,11;5176,36;0,00;0,00
1492;49140,27;2,00;3,00;43,64;8832,65;0,00;11,00
1493;39684,98;2,00;3,00;33,63;2590,93;0,00;13,00
1494;32025,40;2,00;3,00;37,51;217,49;0,00;13,00
1495;55568,18;2,00;3,00;42,76;6114,87;0,00;3,00
1496;45898,51;2,00;3,00;24,66;5617,18;1,00;56,00
1497;39217,91;2,00;3,00;30,10;864,62;0,00;19,00
1498;34070,60;2,00;3,00;27,29;1401,69;0,00;8,00
1499;66768,36;2,00;3,00;49,13;4255,37;0,00;3,00
1500;31400,86;2,00;3,00;62,59;4464,40;0,00;19,00
1501;49335,76;2,00;3,00;43,63;2549,62;0,00;6,00
1502;51774,05;2,00;3,00;47,78;1508,76;0,00;0,00
1503;43064,65;2,00;3,00;43,94;787,05;0,00;14,00
1504;41226,13;2,00;3,00;49,12;2155,66;0,00;14,00
1505;43044,52;2,00;3,00;60,85;1661,71;0,00;14,00
1506;33546,29;2,00;3,00;54,70;5347,30;0,00;18,00
1507;69209,33;2,00;3,00;26,03;6284,83;0,00;1,00
1508;32291,54;2,00;3,00;39,17;277,39;0,00;14,00
1509;66274,07;2,00;3,00;21,83;11576,54;1,00;40,00
1510;34102,79;2,00;3,00;42,05;1269,25;0,00;10,00
1511;21144,56;2,00;3,00;21,36;703,36;0,00;18,00
1512;41049,97;2,00;3,00;49,84;5890,11;0,00;16,00
1513;36351,28;2,00;3,00;33,86;6619,83;1,00;44,00
1514;63144,46;2,00;3,00;32,10;812,57;0,00;13,00
1515;32086,91;2,00;3,00;28,41;6362,39;1,00;49,00
1516;28873,17;2,00;3,00;62,23;992,58;0,00;15,00
1517;65359,30;2,00;3,00;18,61;7707,24;0,00;9,00
1518;49064,29;2,00;3,00;43,37;5636,35;0,00;6,00
1519;23763,06;2,00;3,00;39,39;2950,31;0,00;9,00
1520;51845,94;2,00;3,00;43,42;8750,83;0,00;6,00
1521;67035,33;2,00;3,00;46,10;11276,62;0,00;18,00
1522;49240,76;2,00;3,00;53,25;8004,36;0,00;4,00
1523;36132,33;2,00;3,00;18,71;3009,40;0,00;16,00
1524;67006,81;2,00;3,00;36,20;3692,17;0,00;2,00
1525;39453,65;2,00;3,00;32,40;436,94;0,00;17,00
1526;52205,61;2,00;3,00;24,64;1135,15;0,00;6,00
1527;46319,42;2,00;3,00;45,15;1523,07;0,00;9,00
1528;29398,73;2,00;3,00;41,41;4673,77;0,00;12,00
1529;31135,61;2,00;3,00;19,01;2457,91;0,00;18,00
1530;65603,82;2,00;3,00;19,02;11775,35;1,00;40,00
1531;41362,51;2,00;3,00;44,36;607,97;0,00;12,00
1532;60302,56;2,00;3,00;52,18;6509,70;0,00;2,00
1533;54468,28;2,00;3,00;23,88;68,63;0,00;18,00
1534;47683,72;2,00;3,00;32,31;4752,29;0,00;3,00
1535;38160,12;2,00;3,00;31,33;3429,90;0,00;11,00
1536;22925,81;2,00;3,00;34,74;2547,28;0,00;13,00
1537;64087,86;2,00;3,00;38,04;722,52;0,00;1,00
1538;65824,52;2,00;3,00;40,62;2643,11;0,00;8,00
1539;53451,93;2,00;3,00;49,66;10529,72;0,00;9,00
1540;36455,48;2,00;3,00;35,26;2464,16;0,00;20,00
1541;39573,34;2,00;3,00;29,14;5785,88;1,00;49,00
1542;41052,37;2,00;3,00;49,91;4652,95;0,00;5,00
1543;37895,18;2,00;3,00;54,52;6071,34;0,00;6,00
1544;44827,23;2,00;3,00;56,30;2639,92;0,00;4,00
1545;28341,09;2,00;3,00;39,96;2248,24;0,00;4,00
1546;56887,20;2,00;3,00;36,42;10969,60;0,00;20,00
1547;25146,60;2,00;3,00;21,05;2890,65;0,00;5,00
1548;54739,16;2,00;3,00;28,02;7218,97;1,00;51,00
1549;30497,20;2,00;3,00;28,48;4573,59;1,00;52,00
1550;25358,90;2,00;3,00;41,17;2220,23;0,00;10,00
1551;29993,56;2,00;3,00;49,06;2749,59;0,00;1,00
1552;64675,78;2,00;3,00;30,52;4628,60;0,00;6,00
1553;56256,04;2,00;3,00;22,16;5452,24;0,00;19,00
1554;31702,33;2,00;3,00;28,42;3587,72;0,00;16,00
1555;34113,11;2,00;3,00;30,83;6360,15;1,00;48,00
1556;44666,01;2,00;3,00;54,70;7548,44;0,00;20,00
1557;39421,37;2,00;3,00;26,43;6111,96;1,00;56,00
1558;21683,19;2,00;3,00;46,03;339,59;0,00;19,00
1559;65697,59;2,00;3,00;36,29;5644,65;0,00;2,00
1560;68657,79;2,00;3,00;35,76;2427,95;0,00;12,00
1561;66981,41;2,00;3,00;27,48;6678,56;0,00;20,00
1562;45971,13;2,00;3,00;27,40;4776,49;0,00;20,00
1563;42965,99;2,00;3,00;45,20;8109,05;0,00;18,00
1564;50895,81;2,00;3,00;18,96;5556,84;0,00;16,00
1565;46175,03;2,00;3,00;36,92;1064,08;0,00;0,00
1566;44984,90;2,00;3,00;51,75;4584,61;0,00;11,00
1567;66941,86;2,00;3,00;22,54;12380,62;1,00;52,00
1568;31022,14;2,00;3,00;39,18;6144,94;0,00;10,00
1569;46583,20;2,00;3,00;32,70;6241,27;1,00;42,00
1570;56201,84;2,00;3,00;43,28;8346,32;0,00;16,00
1571;31587,06;2,00;3,00;56,33;2677,83;0,00;3,00
1572;40716,19;2,00;3,00;25,81;2389,70;0,00;6,00
1573;64966,07;2,00;3,00;28,38;11495,73;1,00;42,00
1574;68503,21;2,00;3,00;19,28;3580,46;0,00;10,00
1575;33867,50;2,00;3,00;30,16;5714,03;1,00;51,00
1576;54195,02;2,00;3,00;39,30;6649,80;0,00;15,00
1577;50565,34;2,00;3,00;62,66;693,20;0,00;14,00
1578;57216,10;2,00;3,00;31,82;3554,39;0,00;4,00
1579;29849,97;2,00;3,00;39,93;3678,90;0,00;3,00
1580;29072,15;2,00;3,00;38,48;1589,44;0,00;0,00
1581;29775,14;2,00;3,00;21,03;3327,24;0,00;18,00
1582;46672,71;2,00;3,00;54,55;1408,50;0,00;16,00
1583;66393,71;2,00;3,00;58,61;9540,42;0,00;6,00
1584;29338,26;2,00;3,00;25,69;5120,41;1,00;49,00
1585;67289,59;2,00;3,00;26,73;13376,80;1,00;57,00
1586;45980,33;2,00;3,00;31,95;5929,10;1,00;42,00
1587;34163,63;2,00;3,00;45,78;6617,40;0,00;34,00
1588;52216,82;2,00;3,00;23,64;6803,33;1,00;49,00
1589;62313,28;2,00;3,00;60,92;925,80;0,00;9,00
1590;49205,64;2,00;3,00;24,62;3393,86;0,00;24,00
1591;65688,73;2,00;3,00;24,56;3673,87;0,00;2,00
1592;43489,83;2,00;3,00;51,73;6501,04;0,00;36,00
1593;40966,67;2,00;3,00;46,76;2393,52;0,00;10,00
1594;37261,45;2,00;3,00;23,72;2075,52;0,00;25,00
1595;58775,40;2,00;3,00;45,70;5673,60;0,00;37,00
1596;39395,83;2,00;3,00;36,37;7557,87;0,00;27,00
1597;21144,16;2,00;3,00;58,39;987,79;0,00;2,00
1598;33126,13;2,00;3,00;50,96;4169,99;0,00;40,00
1599;30931,51;2,00;3,00;35,88;1074,79;0,00;1,00
1600;31936,94;2,00;3,00;59,04;4088,00;0,00;3,00
1601;38157,03;2,00;3,00;51,53;5628,01;0,00;4,00
1602;21032,82;2,00;3,00;30,08;4024,09;1,00;59,00
1603;50238,53;2,00;3,00;34,56;2567,62;0,00;8,00
1604;67346,66;2,00;3,00;34,90;6752,12;0,00;15,00
1605;33261,65;2,00;3,00;18,23;586,65;0,00;35,00
1606;53113,04;2,00;3,00;59,44;10080,52;0,00;20,00
1607;42749,99;2,00;3,00;56,42;4626,54;0,00;10,00
1608;42108,20;2,00;3,00;26,99;1020,98;0,00;18,00
1609;61344,53;2,00;3,00;20,18;7172,65;0,00;1,00
1610;54738,68;2,00;3,00;26,77;6210,73;0,00;23,00
1611;69695,15;2,00;3,00;26,42;8418,25;1,00;54,00
1612;62507,35;2,00;3,00;27,96;6590,78;0,00;36,00
1613;61922,77;2,00;3,00;24,81;1933,08;0,00;32,00
1614;58023,72;2,00;3,00;42,75;2785,78;0,00;29,00
1615;27010,88;2,00;3,00;36,61;2373,18;0,00;12,00
1616;21194,62;2,00;3,00;25,91;1102,85;0,00;15,00
1617;68338,10;2,00;3,00;34,33;12840,70;1,00;53,00
1618;67772,79;2,00;3,00;41,52;5037,93;0,00;7,00
1619;67131,80;2,00;3,00;58,06;2271,40;0,00;26,00
1620;33159,22;2,00;3,00;42,34;2135,53;0,00;35,00
1621;66087,09;2,00;3,00;51,15;11039,29;0,00;7,00
1622;60362,34;2,00;3,00;24,69;10306,71;1,00;54,00
1623;54609,47;2,00;3,00;18,41;5618,20;0,00;7,00
1624;63637,28;2,00;3,00;26,85;9955,23;1,00;45,00
1625;40918,57;2,00;3,00;37,19;3813,70;0,00;15,00
1626;51486,13;2,00;3,00;33,55;3955,11;0,00;38,00
1627;44896,26;2,00;3,00;48,61;3787,64;0,00;15,00
1628;24877,68;2,00;3,00;29,82;1546,42;0,00;19,00
1629;52263,36;2,00;3,00;34,30;10161,95;1,00;54,00
1630;42775,53;2,00;3,00;39,23;6145,99;0,00;2,00
1631;67064,01;2,00;3,00;18,18;8945,29;1,00;45,00
1632;50307,94;2,00;3,00;51,91;7207,94;0,00;33,00
1633;37432,68;2,00;3,00;22,67;4445,50;0,00;23,00
1634;30084,16;2,00;3,00;18,45;737,25;0,00;11,00
1635;61427,41;2,00;3,00;20,11;2163,31;0,00;5,00
1636;54718,85;2,00;3,00;29,52;2883,28;0,00;5,00
1637;47923,58;2,00;3,00;57,22;6931,72;0,00;26,00
1638;22880,73;2,00;3,00;18,43;1909,22;0,00;36,00
1639;46118,55;2,00;3,00;23,97;2728,31;0,00;0,00
1640;35082,39;2,00;3,00;41,15;2918,48;0,00;9,00
1641;38387,32;2,00;3,00;30,08;6453,51;1,00;59,00
1642;57413,57;2,00;3,00;43,91;9421,30;0,00;10,00
1643;28198,10;2,00;3,00;62,44;4370,79;0,00;29,00
1644;50117,86;2,00;3,00;32,83;3599,07;0,00;4,00
1645;34876,33;2,00;3,00;53,42;3102,35;0,00;12,00
1646;64126,49;2,00;3,00;19,30;4956,94;0,00;31,00
1647;41916,69;2,00;3,00;48,15;6106,11;0,00;2,00
1648;50052,29;2,00;3,00;27,48;5589,33;0,00;19,00
1649;39158,92;2,00;3,00;41,30;6887,74;0,00;33,00
1650;62219,04;2,00;3,00;19,52;5831,52;0,00;4,00
1651;67151,32;2,00;3,00;51,66;3941,70;0,00;28,00
1652;46166,16;2,00;3,00;26,00;901,75;0,00;31,00
1653;23881,79;2,00;3,00;32,89;1190,63;0,00;0,00
1654;48445,11;2,00;3,00;38,98;8733,44;0,00;28,00
1655;32441,65;2,00;3,00;58,71;840,71;0,00;14,00
1656;33820,19;2,00;3,00;61,05;4342,18;0,00;27,00
1657;61812,90;2,00;3,00;52,96;3124,31;0,00;35,00
1658;25347,57;2,00;3,00;61,65;2188,50;0,00;32,00
1659;33965,52;2,00;3,00;43,91;3123,90;0,00;34,00
1660;23641,70;2,00;3,00;56,81;4203,50;0,00;1,00
1661;50660,90;2,00;3,00;52,17;7511,00;0,00;11,00
1662;44037,24;2,00;3,00;58,44;5269,52;0,00;9,00
1663;51657,12;2,00;3,00;35,41;609,35;0,00;27,00
1664;46573,24;2,00;3,00;53,11;5533,29;0,00;25,00
1665;26922,46;2,00;3,00;44,16;3950,00;0,00;22,00
1666;48414,25;2,00;3,00;21,95;2105,71;0,00;36,00
1667;43974,84;2,00;3,00;47,43;8371,49;0,00;38,00
1668;65913,83;2,00;3,00;22,79;12972,42;1,00;56,00
1669;64716,00;2,00;3,00;60,94;11173,81;0,00;5,00
1670;25481,99;2,00;3,00;48,36;4005,82;0,00;33,00
1671;54170,53;2,00;3,00;37,44;1048,93;0,00;39,00
1672;51653,70;2,00;3,00;19,88;1853,42;0,00;19,00
1673;66054,51;2,00;3,00;39,08;10321,10;0,00;0,00
1674;60019,45;2,00;3,00;19,38;6978,35;0,00;35,00
1675;31523,95;2,00;3,00;62,27;5697,02;0,00;36,00
1676;65660,95;2,00;3,00;22,19;93,15;0,00;11,00
1677;61893,48;2,00;3,00;19,18;6038,16;0,00;39,00
1678;49230,10;2,00;3,00;47,85;8375,73;0,00;19,00
1679;38337,83;2,00;3,00;55,51;5691,09;0,00;23,00
1680;64016,43;2,00;3,00;44,28;10048,39;0,00;14,00
1681;46308,65;2,00;3,00;40,71;6815,49;0,00;10,00
1682;66209,14;2,00;3,00;45,19;7134,66;0,00;18,00
1683;47770,71;2,00;3,00;33,95;5366,87;0,00;14,00
1684;29856,49;2,00;3,00;18,06;4731,82;1,00;48,00
1685;21451,50;2,00;3,00;52,18;1719,04;0,00;25,00
1686;59673,17;2,00;3,00;57,29;7533,68;0,00;34,00
1687;47481,43;2,00;3,00;20,50;9402,88;1,00;54,00
1688;36219,77;2,00;3,00;56,84;4280,79;0,00;32,00
1689;59458,70;2,00;3,00;56,43;1513,33;0,00;10,00
1690;67010,84;2,00;3,00;51,52;11646,91;0,00;33,00
1691;58693,42;2,00;3,00;27,18;4033,15;0,00;25,00
1692;43041,04;2,00;3,00;47,00;2245,51;0,00;28,00
1693;31920,41;2,00;3,00;52,16;217,19;0,00;22,00
1694;32771,13;2,00;3,00;58,93;1853,68;0,00;22,00
1695;55487,15;2,00;3,00;32,10;178,69;0,00;18,00
1696;68406,81;2,00;3,00;46,06;2491,46;0,00;19,00
1697;37277,12;2,00;3,00;28,35;4242,64;0,00;40,00
1698;39762,53;2,00;3,00;25,67;3809,35;0,00;14,00
1699;41674,24;2,00;3,00;54,66;3203,20;0,00;36,00
1700;25789,74;2,00;3,00;45,32;4442,33;0,00;17,00
1701;24575,06;2,00;3,00;36,69;1667,75;0,00;2,00
1702;58082,36;2,00;3,00;60,16;9175,67;0,00;14,00
1703;67881,88;2,00;3,00;53,26;10503,57;0,00;28,00
1704;50115,05;2,00;3,00;26,78;3447,00;0,00;8,00
1705;40443,20;2,00;3,00;33,66;1857,25;0,00;26,00
1706;65824,84;2,00;3,00;19,67;154,95;0,00;6,00
1707;51199,87;2,00;3,00;22,40;4064,82;0,00;24,00
1708;67032,29;2,00;3,00;44,33;5487,82;0,00;25,00
1709;42205,68;2,00;3,00;23,43;2444,74;0,00;37,00
1710;37730,36;2,00;3,00;52,43;5273,56;0,00;35,00
1711;47398,31;2,00;3,00;50,17;9041,88;0,00;6,00
1712;48933,21;2,00;3,00;50,07;5071,37;0,00;29,00
1713;53078,86;2,00;3,00;49,18;10566,35;0,00;13,00
1714;53236,99;2,00;3,00;57,93;703,60;0,00;21,00
1715;58121,95;2,00;3,00;58,36;5161,11;0,00;27,00
1716;57261,15;2,00;3,00;40,23;2527,76;0,00;12,00
1717;52102,59;2,00;3,00;19,37;8799,82;1,00;48,00
1718;45165,93;2,00;3,00;37,90;5534,55;0,00;14,00
1719;58809,29;2,00;3,00;37,46;5470,59;0,00;26,00
1720;36598,34;2,00;3,00;41,96;6849,29;0,00;4,00
1721;62096,28;2,00;3,00;25,02;8034,75;1,00;60,00
1722;68114,07;2,00;3,00;47,20;4325,10;0,00;17,00
1723;67978,47;2,00;3,00;23,46;7382,50;0,00;33,00
1724;26615,52;2,00;3,00;53,35;3458,19;0,00;8,00
1725;51254,37;2,00;3,00;50,65;8747,21;0,00;29,00
1726;34428,97;2,00;3,00;27,37;6016,62;1,00;47,00
1727;60974,59;2,00;3,00;33,90;6165,66;0,00;12,00
1728;63330,73;2,00;3,00;30,23;5170,90;0,00;17,00
