clientid;income;sexo;Produto;age;loan;default;tempo;Prodb;ProdC
1723;67978;2;prodC;23;7383;0;33;0;1
1724;26616;2;prodC;53;3458;0;8;0;1
1725;51254;2;prodC;51;8747;0;29;0;1
1726;34429;2;prodC;27;6017;1;47;0;1
1727;60975;2;prodC;34;6166;0;12;0;1
1728;63331;2;prodC;30;5171;0;17;0;1
1729;58168;2;prodC;27;2935;0;24;0;1
1730;59580;2;prodC;51;2319;0;26;0;1
1731;52220;2;prodC;48;6560;0;0;0;1
1732;28701;2;prodC;29;5090;1;59;0;1
1733;27194;2;prodC;21;4519;1;45;0;1
1734;67418;2;prodC;30;6478;0;18;0;1
1735;57341;2;prodC;23;785;0;0;0;1
1736;64057;2;prodC;49;5983;0;31;0;1
1737;66371;2;prodC;38;5906;0;15;0;1
1738;45045;2;prodC;59;8489;0;13;0;1
1739;58609;2;prodC;22;4271;0;36;0;1
1740;53289;2;prodC;32;7396;1;41;0;1
1741;60309;2;prodC;34;2343;0;2;0;1
1742;45139;2;prodC;20;1744;0;8;0;1
1743;22816;2;prodC;62;2749;0;12;0;1
1744;45215;2;prodC;28;384;0;3;0;1
1745;40568;2;prodC;36;5990;0;28;0;1
1746;43721;2;prodC;55;5923;0;23;0;1
1747;38130;2;prodC;19;3965;0;27;0;1
1748;22548;2;prodC;58;2957;0;10;0;1
1749;57468;2;prodC;62;8453;0;20;0;1
1750;25535;2;prodC;38;1085;0;24;0;1
1751;26326;2;prodC;56;3336;0;7;0;1
1752;65914;2;prodC;36;11739;0;10;0;1
1753;67119;2;prodC;18;2725;0;24;0;1
1754;62020;2;prodC;57;114;0;23;0;1
1755;37966;2;prodC;28;299;0;40;0;1
1756;62115;2;prodC;31;12116;1;54;0;1
1757;36871;2;prodC;46;793;0;11;0;1
1758;65031;2;prodC;37;2232;0;38;0;1
1759;23194;2;prodC;42;549;0;14;0;1
1760;59569;2;prodC;41;7685;0;25;0;1
1761;50528;2;prodC;27;5639;0;31;0;1
1762;60776;2;prodC;34;10382;1;50;0;1
1763;61632;2;prodC;34;3029;0;22;0;1
1764;45930;2;prodC;50;7765;0;17;0;1
1765;25858;2;prodC;42;1810;0;19;0;1
1766;55094;2;prodC;55;6485;0;0;0;1
1767;42301;2;prodC;20;1481;0;37;0;1
1768;51904;2;prodC;60;8808;0;36;0;1
1769;64398;2;prodC;36;1675;0;11;0;1
1770;41090;2;prodC;58;997;0;39;0;1
1771;36728;2;prodC;25;795;0;18;0;1
1772;38163;2;prodC;63;454;0;5;0;1
1773;35950;2;prodC;57;3680;0;29;0;1
1774;44980;2;prodC;33;6045;1;48;0;1
1775;48212;2;prodC;31;2606;0;22;0;1
1776;28267;2;prodC;55;965;0;27;0;1
1777;33816;2;prodC;60;5266;0;36;0;1
1778;33079;2;prodC;36;6278;0;31;0;1
1779;36020;2;prodC;43;2988;0;12;0;1
1780;34239;2;prodC;63;6003;0;2;0;1
1781;62065;2;prodC;23;2972;0;28;0;1
1782;44868;2;prodC;56;366;0;10;0;1
1783;37163;2;prodC;29;3111;0;21;0;1
1784;65681;2;prodC;63;8838;0;30;0;1
1785;58773;2;prodC;47;7048;0;30;0;1
1786;32435;2;prodC;43;5685;0;8;0;1
1787;58028;2;prodC;50;5754;0;34;0;1
1788;60595;2;prodC;62;4534;0;36;0;1
1789;36566;2;prodC;20;1888;0;38;0;1
1790;20743;2;prodC;62;2296;0;1;0;1
1791;46667;2;prodC;19;7678;1;50;0;1
1792;32204;2;prodC;61;838;0;31;0;1
1793;36535;2;prodC;30;272;0;22;0;1
1794;28163;2;prodC;58;2121;0;38;0;1
1795;39019;2;prodC;32;3197;0;36;0;1
1796;24709;2;prodC;55;1915;0;27;0;1
1797;43053;2;prodC;32;489;0;38;0;1
1798;25004;2;prodC;53;2184;0;17;0;1
1799;46697;2;prodC;34;4733;0;19;0;1
1800;50112;2;prodC;41;5067;0;12;0;1
1801;43266;2;prodC;45;6194;0;1;0;1
1802;67803;2;prodC;49;13443;0;0;0;1
1803;55409;2;prodC;43;10300;0;8;0;1
1804;67049;2;prodC;55;10840;0;28;0;1
1805;40263;2;prodC;52;6536;0;12;0;1
1806;46428;2;prodC;62;5671;0;21;0;1
1807;46911;2;prodC;23;4264;0;11;0;1
1808;57360;2;prodC;35;10011;1;42;0;1
1809;34569;2;prodC;64;6255;0;18;0;1
1810;52797;2;prodC;21;1080;0;2;0;1
1811;56630;2;prodC;58;8443;0;40;0;1
1812;45246;2;prodC;36;1974;0;1;0;1
1813;20804;2;prodC;62;758;0;13;0;1
1814;57718;2;prodC;49;3153;0;16;0;1
1815;20648;2;prodC;20;725;0;30;0;1
1816;59046;2;prodC;37;8237;0;8;0;1
1817;62662;2;prodC;25;1966;0;11;0;1
1818;33614;2;prodC;46;4838;0;10;0;1
1819;48765;2;prodC;50;5184;0;19;0;1
1820;57241;2;prodC;42;314;0;0;0;1
1821;49974;2;prodC;44;364;0;12;0;1
1822;41256;2;prodC;46;5297;0;2;0;1
1823;61130;2;prodC;35;11303;0;1;0;1
1824;48939;2;prodC;60;3029;0;26;0;1
1825;68648;2;prodC;28;9426;1;50;0;1
1826;41251;2;prodC;39;7652;0;10;0;1
1827;22416;2;prodC;41;4372;0;20;0;1
1828;24113;2;prodC;36;3286;0;28;0;1
1829;41693;2;prodC;62;1709;0;37;0;1
1830;23517;2;prodC;27;560;0;22;0;1
1831;53812;2;prodC;45;3245;0;37;0;1
1832;29750;2;prodC;46;3628;0;1;0;1
1833;22634;2;prodC;38;554;0;7;0;1
1834;28714;2;prodC;55;1937;0;36;0;1
1835;63322;2;prodC;19;8093;1;45;0;1
1836;35277;2;prodC;29;6820;1;52;0;1
1837;35915;2;prodC;61;521;0;10;0;1
1838;31568;2;prodC;64;5067;0;30;0;1
1839;39934;2;prodC;32;185;0;12;0;1
1840;48615;2;prodC;61;5985;0;10;0;1
1841;29838;2;prodC;26;5914;1;47;0;1
1842;57745;2;prodC;37;5540;0;20;0;1
1843;44448;2;prodC;33;2714;0;15;0;1
1844;51768;2;prodC;31;6632;1;60;0;1
1845;34891;2;prodC;55;6152;0;32;0;1
1846;45383;2;prodC;43;2742;0;39;0;1
1847;40719;2;prodC;23;6415;1;57;0;1
1848;55146;2;prodC;58;8969;0;38;0;1
1849;48752;2;prodC;31;8935;1;54;0;1
1850;55763;2;prodC;31;7914;1;58;0;1
1851;36431;2;prodC;46;6783;0;18;0;1
1852;40523;2;prodC;64;7721;0;28;0;1
1853;42466;2;prodC;58;7315;0;13;0;1
1854;38562;2;prodC;46;4831;0;30;0;1
1855;54957;2;prodC;60;6976;0;34;0;1
1856;24822;2;prodC;29;2361;0;10;0;1
1857;25252;2;prodC;24;435;0;21;0;1
1858;25672;2;prodC;19;2272;0;21;0;1
1859;60672;2;prodC;43;6280;0;8;0;1
1860;60730;2;prodC;41;5007;0;33;0;1
1861;40241;2;prodC;27;7499;1;43;0;1
1862;57514;2;prodC;33;6921;1;44;0;1
1863;64287;2;prodC;46;6302;0;40;0;1
1864;48428;2;prodC;34;7718;1;51;0;1
1865;55314;2;prodC;25;9733;1;48;0;1
1866;27045;2;prodC;50;2504;0;17;0;1
1867;58216;2;prodC;27;9582;1;59;0;1
1868;34723;2;prodC;22;4073;0;36;0;1
1869;58504;2;prodC;42;7050;0;1;0;1
1870;55300;2;prodC;62;8052;0;1;0;1
1871;49502;2;prodC;51;2227;0;6;0;1
1872;61766;2;prodC;60;3650;0;35;0;1
1873;48431;2;prodC;19;6070;1;46;0;1
1874;66367;2;prodC;42;465;0;12;0;1
1875;55321;2;prodC;29;5991;0;3;0;1
1876;48774;2;prodC;63;3728;0;20;0;1
1877;61680;2;prodC;24;3060;0;15;0;1
1878;61485;2;prodC;60;3212;0;27;0;1
1879;24402;2;prodC;52;101;0;17;0;1
1880;21259;2;prodC;54;707;0;13;0;1
1881;48764;2;prodC;28;8172;1;60;0;1
1882;24407;2;prodC;38;1733;0;36;0;1
1883;61694;2;prodC;26;1569;0;20;0;1
1884;22748;2;prodC;27;109;0;34;0;1
1885;21480;2;prodC;24;1098;0;8;0;1
1886;51287;2;prodC;46;1134;0;1;0;1
1887;27154;2;prodC;49;3178;0;33;0;1
1888;36370;2;prodC;40;2855;0;4;0;1
1889;32401;2;prodC;62;3592;0;29;0;1
1890;60434;2;prodC;63;2474;0;20;0;1
1891;57303;2;prodC;52;10492;0;26;0;1
1892;42995;2;prodC;36;4454;0;15;0;1
1893;68340;2;prodC;23;2506;0;31;0;1
1894;49292;2;prodC;21;967;0;3;0;1
1895;57802;2;prodC;43;6797;0;11;0;1
1896;50779;2;prodC;39;6860;0;10;0;1
1897;35994;2;prodC;54;94;0;16;0;1
1898;21771;2;prodC;34;350;0;36;0;1
1899;61415;2;prodC;57;9744;0;4;0;1
1900;35785;2;prodC;47;110;0;9;0;1
1901;24791;2;prodC;40;4845;0;24;0;1
1902;49049;2;prodC;52;6363;0;12;0;1
1903;69852;2;prodC;62;9246;0;25;0;1
1904;21218;2;prodC;21;2691;1;41;0;1
1905;48031;2;prodC;44;7826;0;25;0;1
1906;64072;2;prodC;61;2426;0;28;0;1
1907;56689;2;prodC;41;5741;0;26;0;1
1908;45769;2;prodC;56;8236;0;23;0;1
1909;35020;2;prodC;25;6833;1;54;0;1
1910;56752;2;prodC;59;7877;0;7;0;1
1911;27364;2;prodC;44;3215;0;33;0;1
1912;48456;2;prodC;27;1781;0;14;0;1
1913;21424;2;prodC;37;1795;0;0;0;1
1914;69992;2;prodC;42;53;0;9;0;1
1915;68110;2;prodC;32;11030;1;43;0;1
1916;48016;2;prodC;28;54;0;39;0;1
1917;23102;2;prodC;36;1780;0;40;0;1
1918;46135;2;prodC;55;8717;0;10;0;1
1919;48548;2;prodC;57;1941;0;13;0;1
1920;26095;2;prodC;58;5143;0;7;0;1
1921;64058;2;prodC;60;5774;0;39;0;1
1922;24454;2;prodC;52;865;0;3;0;1
1923;40507;2;prodC;52;5962;0;1;0;1
1924;43421;2;prodC;27;4706;0;17;0;1
1925;55882;2;prodC;33;8383;1;42;0;1
1926;45918;2;prodC;45;8253;0;32;0;1
1927;52902;2;prodC;60;729;0;11;0;1
1928;41184;2;prodC;56;7607;0;39;0;1
1929;25380;2;prodC;25;4693;1;58;0;1
1930;27514;2;prodC;36;192;0;13;0;1
1931;44241;2;prodC;20;8733;1;48;0;1
1932;29076;2;prodC;41;286;0;18;0;1
1933;60537;2;prodC;32;3133;0;36;0;1
1934;47882;2;prodC;38;5576;0;28;0;1
1935;49144;2;prodC;52;1633;0;22;0;1
1936;33708;2;prodC;60;322;0;30;0;1
1937;46442;2;prodC;29;1485;0;1;0;1
1938;25603;2;prodC;28;2215;0;39;0;1
1939;61236;2;prodC;36;6563;0;9;0;1
1940;48187;2;prodC;56;2003;0;32;0;1
1941;29933;2;prodC;19;5954;1;55;0;1
1942;41028;2;prodC;45;4369;0;6;0;1
1943;49991;2;prodC;46;1897;0;29;0;1
1944;59793;2;prodC;24;660;0;40;0;1
1945;35880;2;prodC;41;5335;0;34;0;1
1946;29102;2;prodC;27;1890;0;11;0;1
1947;30048;2;prodC;51;5769;0;13;0;1
1948;59299;2;prodC;37;4944;0;1;0;1
1949;64484;2;prodC;33;1392;0;6;0;1
1950;36352;2;prodC;44;6239;0;7;0;1
1951;66035;2;prodC;61;3914;0;24;0;1
1952;51650;2;prodC;40;3743;0;20;0;1
1953;31898;2;prodC;41;2015;0;31;0;1
1954;58780;2;prodC;19;5030;0;27;0;1
1955;67754;2;prodC;43;2990;0;22;0;1
1956;48500;2;prodC;61;7055;0;58;0;1
1957;55705;2;prodC;49;5594;0;38;0;1
1958;50459;2;prodC;52;9853;0;30;0;1
1959;48263;2;prodC;29;7799;1;58;0;1
1960;38755;2;prodC;56;4245;0;10;0;1
1961;68132;2;prodC;57;7813;0;45;0;1
1962;28991;2;prodC;37;1249;0;13;0;1
1963;35109;2;prodC;41;4003;0;3;0;1
1964;28859;2;prodC;24;3765;1;58;0;1
1965;22801;2;prodC;28;3741;1;48;0;1
1966;29573;2;prodC;39;5006;0;45;0;1
1967;21982;2;prodC;35;4265;1;49;0;1
1968;45577;2;prodC;39;4953;0;16;0;1
1969;55069;2;prodC;52;4853;0;13;0;1
1970;56441;2;prodC;43;9044;0;51;0;1
1971;68048;2;prodC;48;4023;0;26;0;1
1972;36276;2;prodC;30;644;0;33;0;1
1973;52389;2;prodC;55;10399;0;27;0;1
1974;23678;2;prodC;47;1780;0;14;0;1
1975;37708;2;prodC;31;268;0;57;0;1
1976;57754;2;prodC;54;5067;0;11;0;1
1977;30530;2;prodC;48;6047;0;14;0;1
1978;44022;2;prodC;31;1708;0;0;0;1
1979;58534;2;prodC;41;7832;0;0;0;1
1980;33703;2;prodC;48;922;0;0;0;1
1981;40237;2;prodC;53;4354;0;0;0;1
1982;62619;2;prodC;44;3960;0;0;0;1
1983;50738;2;prodC;46;9720;0;0;0;1
1984;64467;2;prodC;33;8537;1;58;0;1
1985;64636;2;prodC;61;2583;0;0;0;1
1986;22372;2;prodC;39;2292;0;0;0;1
1987;67995;2;prodC;39;7289;0;0;0;1
1988;49640;2;prodC;21;5761;0;0;0;1
1989;42067;2;prodC;24;4602;0;0;0;1
1990;43662;2;prodC;25;7270;1;51;0;1
1991;34238;2;prodC;34;2658;0;0;0;1
1992;26300;2;prodC;46;2317;0;0;0;1
1993;30804;2;prodC;23;623;0;0;0;1
1994;54421;2;prodC;27;3274;0;0;0;1
1995;24255;2;prodC;38;2225;0;0;0;1
1996;59221;2;prodC;49;1927;0;0;0;1
1997;69516;2;prodC;23;3503;0;0;0;1
1998;44311;2;prodC;28;5523;1;53;0;1
1999;43756;2;prodC;64;1623;0;0;0;1
2000;69437;2;prodC;56;7379;0;0;0;1
